date,cycling_mi
2014-03-05,12.5
2014-03-04,12.6
2014-02-25,19.0
2014-02-24,11.5
2014-02-13,17.8
2014-02-11,15.5
2014-02-03,12.6
2014-01-31,18.8
2014-01-29,11.9
2014-01-21,12.9
2014-01-19,15.0
2014-01-16,12.6
2014-01-14,17.8
2014-01-10,11.5
2014-01-09,18.8
2014-01-05,20.0
2014-01-03,15.9
2014-01-01,22.7
2013-12-30,11.5
2013-12-26,14.5
2013-12-24,11.8
2013-12-23,17.8
2013-12-15,11.5
2013-12-14,24.0
2013-12-09,11.5
2013-12-02,17.8
2013-12-01,10.4
2013-11-28,11.5
2013-11-26,4.0
2013-11-25,20.2
2013-11-22,10.4
2013-11-17,11.0
2013-11-15,17.4
2013-11-12,11.4
2013-11-08,10.4
2013-11-07,15.4
2013-11-04,15.1
2013-11-03,18.4
2013-11-01,11.5
2013-10-31,6.0
2013-10-30,21.3
2013-10-28,11.0
2013-10-25,13.9
2013-10-24,10.0
2013-10-22,15.1
2013-10-17,16.8
2013-10-15,12.6
2013-10-13,19.2
2013-10-10,10.0
2013-10-07,11.5
2013-10-01,15.3
2013-09-29,10.0
2013-09-27,13.5
2013-09-26,15.4
2013-09-23,16.1
2013-09-22,20.2
2013-09-18,12.6
2013-09-17,13.0
2013-09-16,17.6
2013-09-13,10.0
2013-09-11,15.7
2013-09-10,10.0
2013-09-09,16.5
2013-09-05,14.5
2013-09-03,15.1
2013-09-02,11.5
2013-09-01,9.3
2013-08-30,11.4
2013-08-26,11.6
2013-08-23,6.8
2013-08-22,14.6
2013-08-21,13.0
2013-08-20,16.1
2013-08-19,21.5
2013-08-14,10.0
2013-08-13,18.8
2013-08-12,9.0
2013-08-10,11.5
2013-08-06,10.0
2013-08-05,12.0
2013-08-01,15.1
2013-07-31,17.6
2013-07-30,14.6
2013-07-29,15.6
2013-07-22,22.3
2013-07-19,10.0
2013-07-18,18.6
2013-07-15,11.5
2013-07-08,18.2
2013-07-07,9.9
2013-07-05,10.0
2013-07-02,17.6
2013-07-01,11.0
2013-06-29,11.8
2013-06-28,12.0
2013-06-27,10.0
2013-06-26,21.1
2013-06-21,12.7
2013-06-20,13.6
2013-06-19,15.1
2013-06-18,16.1
2013-06-16,15.1
2013-06-11,16.1
2013-06-10,13.2
2013-06-07,19.3
2013-06-06,16.5
2013-06-05,11.5
2013-06-04,17.0
2013-06-03,14.0
2013-06-02,11.5
2013-06-01,9.7
2013-05-28,25.6
2013-05-20,15.0
2013-05-19,19.5
2013-05-18,9.8
2013-05-15,17.5
2013-05-13,25.0
2013-05-10,13.0
2013-05-09,15.6
2013-05-08,11.5
2013-05-06,11.5
2013-05-03,17.6
2013-05-02,10.0
2013-05-01,15.1
2013-04-29,11.4
2013-04-26,10.1
2013-04-25,16.9
2013-04-21,13.7
2013-04-19,11.7
2013-04-18,10.1
2013-04-17,9.5
2013-04-16,9.7
2013-04-15,15.1
2013-04-13,10.0
2013-04-12,20.0
2013-03-29,23.5
2013-03-28,17.3
2013-03-26,15.1
2013-03-25,15.1
2013-03-24,12.3
2013-03-21,10.0
2013-03-19,16.0
2013-03-16,14.7
2013-03-15,17.4
2013-03-13,13.0
2013-03-12,10.0
2013-03-11,16.1
2013-03-08,15.0
2013-03-04,9.0
2013-03-03,10.0
2013-03-01,18.9
2013-02-28,12.0
2013-02-27,10.0
2013-02-26,23.5
2013-02-22,16.0
2013-02-20,13.0
2013-02-18,6.0
2013-02-16,12.9
2013-02-14,10.0
2013-02-12,15.7
2013-02-11,12.8
2013-02-06,11.3
2013-02-04,16.3
2013-02-01,10.2
2013-01-31,14.7
2013-01-30,15.1
2013-01-17,16.5
2013-01-15,12.1
2013-01-10,10.0
2013-01-08,6.0
2013-01-07,16.1
2013-01-02,10.0
2012-12-31,11.3
2012-12-30,12.2
2012-12-27,13.2
2012-12-24,16.8
2012-12-18,10.0
2012-12-08,15.0
2012-11-26,16.1
2012-11-22,10.0
2012-11-21,16.0
2012-11-19,16.1
2012-11-18,7.0
2012-11-12,9.0
2012-11-04,10.5
2012-11-02,15.3
2012-10-29,9.9
2012-10-27,10.1
2012-10-26,15.1
2012-10-19,13.5
2012-10-17,6.0
2012-10-16,10.3
2012-10-15,15.6
2012-10-08,14.1
2012-10-05,12.6
2012-10-04,15.0
2012-09-29,12.6
2012-09-25,12.6
2012-09-24,20.3
2012-09-21,10.0
2012-09-20,12.6
2012-09-18,14.1
2012-09-17,15.0
2012-09-14,10.0
2012-09-12,14.6
2012-09-11,14.3
2012-09-10,14.1
2012-09-09,12.6
2012-09-07,19.4
2012-09-04,15.5
2012-08-31,14.1
2012-08-28,11.1
2012-08-27,16.4
2012-08-26,11.5
2012-08-20,20.0
2012-08-19,12.7
2012-08-17,32.9
2012-08-15,12.6
2012-08-14,13.6
2012-08-13,13.6
2012-08-10,15.2
2012-08-09,10.2
2012-08-05,12.4
2012-08-01,15.1
2012-07-30,13.4
2012-07-28,10.9
2012-07-27,23.2
2012-07-26,20.1
2012-07-25,13.6
2012-07-24,13.1
2012-07-23,13.2
2012-07-18,16.6
2012-07-17,13.6
2012-07-05,16.1
2012-07-02,7.5
2012-06-28,15.2
2012-06-25,13.6
2012-06-22,12.6
2012-06-15,17.8
2012-06-14,12.6
2012-06-09,16.0
2012-06-08,12.6
2012-06-06,13.6
2012-05-28,20.0
2012-05-27,15.8
2012-05-22,12.6
2012-05-21,14.0
2012-05-17,12.6
2012-05-14,12.6
2012-05-13,13.8
2012-05-11,10.7
2012-05-09,12.6
2012-05-08,13.6
2012-05-07,17.4
2012-05-02,11.3
2012-04-30,13.5
2012-04-18,15.3
2012-04-17,15.8
2012-04-16,12.4
2012-04-09,13.9
2012-04-04,13.0
2012-04-03,17.0
2012-04-02,11.2
2012-03-09,16.1
2012-03-07,11.2
2012-03-05,13.0
2012-03-04,11.3
2012-02-24,10.0
2012-02-05,14.0
2011-11-13,19.8
2011-10-18,15.1
2011-10-17,13.3
2011-10-13,12.5
2011-10-07,12.9
2011-10-05,5.6
2011-10-01,16.1
2011-09-01,12.5
2011-08-31,12.5
2011-08-30,12.5
2011-08-29,10.0
2011-08-28,30.7
2011-08-26,12.5
2011-08-25,14.5
2011-08-24,9.5
2011-08-23,14.1
2011-08-22,12.5
2011-08-19,10.0
2011-08-15,12.5
2011-08-12,12.5
2011-08-11,20.2
2011-08-10,10.6
2011-08-09,12.9
2011-08-08,20.9
2011-07-20,11.0
2011-07-18,20.0
2011-07-07,22.0
2011-07-05,10.0
2011-07-01,11.0
2011-06-30,10.5
2011-06-24,9.5
2011-06-23,10.5
2011-06-22,9.5
2011-06-21,9.5
2011-06-17,10.0
2011-06-16,9.5
2011-06-14,10.0
2011-06-13,9.5
2011-06-03,27.0
2011-06-01,10.0
2011-05-31,9.5
2011-04-22,10.2
2011-04-18,9.5
2011-04-04,10.0
2011-04-01,9.5
2011-03-24,6.0
2011-03-22,3.6
2011-03-21,14.0
2011-03-16,9.5
2011-03-15,9.7
2011-03-14,21.0
