2014-10-25,dane,steps,19663
2014-10-25,dane,biking,11.5
2014-10-22,dane,distance,7.19
2014-10-22,dane,weight,158.7
2014-10-22,dane,calories,2540
2014-10-22,dane,steps,14662
2014-10-22,dane,biking,18.6
2014-10-23,dane,distance,9.3
2014-10-23,dane,weight,158.1
2014-10-23,dane,calories,2793
2014-10-23,dane,steps,18715
2014-10-23,dane,biking,17.7
2014-10-20,dane,distance,7.27
2014-10-20,dane,weight,158.3
2014-10-20,dane,calories,2532
2014-10-20,dane,steps,14854
2014-10-20,dane,biking,8.6
2014-10-21,dane,distance,6.92
2014-10-21,dane,weight,157.6
2014-10-21,dane,calories,2484
2014-10-21,dane,steps,14130
2014-10-21,dane,biking,12.6
2014-11-14,dane,distance,5.54
2014-11-14,dane,calories,2314
2014-11-14,dane,steps,11318
2014-11-15,dane,distance,5.52
2014-11-15,dane,weight,156.3
2014-11-15,dane,calories,2310
2014-11-15,dane,steps,11268
2014-11-15,dane,biking,14.9
2014-11-16,dane,distance,8.44
2014-11-16,dane,calories,2644
2014-11-16,dane,steps,17119
2014-11-17,dane,distance,6.1
2014-11-17,dane,calories,2376
2014-11-17,dane,steps,12456
2014-11-10,dane,distance,8.56
2014-11-10,dane,weight,157.2
2014-11-10,dane,calories,2676
2014-11-10,dane,steps,17228
2014-11-10,dane,biking,14.6
2014-11-11,dane,distance,7.65
2014-11-11,dane,weight,156.6
2014-11-11,dane,calories,2604
2014-11-11,dane,steps,15605
2014-11-12,dane,distance,9.78
2014-11-12,dane,weight,156.7
2014-11-12,dane,calories,2808
2014-11-12,dane,steps,19976
2014-11-13,dane,distance,8.65
2014-11-13,dane,calories,2677
2014-11-13,dane,steps,17657
2015-08-31,dane,distance,10.93
2015-08-31,dane,weight,155.8
2015-08-31,dane,calories,2988
2015-08-31,dane,steps,22320
2015-08-30,dane,distance,7.16
2015-08-30,dane,calories,2545
2015-08-30,dane,steps,14632
2014-11-18,dane,distance,9.06
2014-11-18,dane,calories,2825
2014-11-18,dane,steps,18503
2014-11-19,dane,distance,6.79
2014-11-19,dane,calories,2498
2014-11-19,dane,steps,13859
2015-10-08,dane,distance,6.8
2015-10-08,dane,weight,157.1
2015-10-08,dane,calories,2458
2015-10-08,dane,steps,13881
2013-08-20,dane,distance,7.76
2013-08-20,dane,weight,158.1
2013-08-20,dane,calories,2731
2013-08-20,dane,steps,15854
2013-08-20,dane,biking,16.1
2013-08-21,dane,distance,6.3
2013-08-21,dane,weight,155.9
2013-08-21,dane,calories,2588
2013-08-21,dane,steps,12872
2013-08-21,dane,biking,13.0
2013-08-22,dane,distance,7
2013-08-22,dane,weight,157.8
2013-08-22,dane,calories,2678
2013-08-22,dane,steps,14282
2013-08-22,dane,biking,14.6
2013-08-23,dane,distance,5.06
2013-08-23,dane,calories,2400
2013-08-23,dane,steps,10314
2013-08-23,dane,biking,6.8
2013-08-24,dane,distance,11.32
2013-08-24,dane,calories,3174
2013-08-24,dane,steps,23113
2013-08-25,dane,distance,5.2
2013-08-25,dane,calories,2402
2013-08-25,dane,steps,10621
2013-08-26,dane,distance,6.2
2013-08-26,dane,weight,157
2013-08-26,dane,calories,2431
2013-08-26,dane,steps,12672
2013-08-26,dane,biking,11.6
2013-08-27,dane,distance,4.33
2013-08-27,dane,calories,2183
2013-08-27,dane,steps,8850
2013-08-28,dane,distance,3.21
2013-08-28,dane,calories,2037
2013-08-28,dane,steps,6546
2013-08-29,dane,distance,3.64
2013-08-29,dane,calories,2075
2013-08-29,dane,steps,7435
2015-10-19,dane,distance,7.43
2015-10-19,dane,weight,159
2015-10-19,dane,calories,2551
2015-10-19,dane,steps,15167
2013-07-12,dane,distance,5.28
2013-07-12,dane,calories,2058
2013-07-12,dane,steps,10782
2014-12-19,dane,distance,6.61
2014-12-19,dane,weight,156.2
2014-12-19,dane,calories,2459
2014-12-19,dane,steps,13471
2014-12-18,dane,distance,7.3
2014-12-18,dane,calories,2535
2014-12-18,dane,steps,14917
2014-12-11,dane,distance,10.64
2014-12-11,dane,calories,2968
2014-12-11,dane,steps,21721
2014-12-10,dane,distance,9.33
2014-12-10,dane,calories,2786
2014-12-10,dane,steps,19049
2014-12-10,dane,biking,9.9
2014-12-13,dane,distance,12.57
2014-12-13,dane,weight,157.4
2014-12-13,dane,calories,3228
2014-12-13,dane,steps,25624
2014-12-12,dane,distance,7.22
2014-12-12,dane,calories,2560
2014-12-12,dane,steps,14694
2014-12-15,dane,distance,4.76
2014-12-15,dane,weight,157.3
2014-12-15,dane,calories,2235
2014-12-15,dane,steps,9719
2014-12-14,dane,distance,8.08
2014-12-14,dane,weight,157.4
