distance,steps,weight,active1,active2,active3,sedentary,calories,actcal,biking,date,month,year
7.72,15762,0,103,120,71,1146,2657,1386,19.2,2013-10-13,10,2013
7.67,15663,156.5,44,96,89,1211,2568,1256,0.0,2013-10-14,10,2013
8.26,16877,157.4,53,115,85,1187,2653,1357,12.6,2013-10-15,10,2013
5.98,12214,157,41,65,70,1264,2357,982,0.0,2013-10-16,10,2013
7.18,14479,156.4,93,129,58,1160,2578,1304,16.8,2013-10-17,10,2013
7.61,15540,155.9,98,135,65,1142,2628,1380,0.0,2013-10-18,10,2013
2.12,4280,156.7,29,31,20,1360,1870,383,0.0,2013-10-19,10,2013
9.85,20120,155.8,152,141,99,1048,2991,1808,0.0,2013-10-20,10,2013
6.19,12632,155.7,135,113,49,1143,2542,1243,0.0,2013-10-21,10,2013
9.64,19698,0,60,146,91,1143,2801,1565,15.1,2013-10-22,10,2013
6.29,12763,154.2,64,77,69,1230,2406,1068,0.0,2013-10-23,10,2013
7.39,15064,154.6,103,88,83,1166,2606,1321,10.0,2013-10-24,10,2013
6.14,12546,154.2,113,125,43,620,2464,1186,13.9,2013-10-25,10,2013
14.21,29021,156,38,90,205,685,3352,2150,0.0,2013-10-26,10,2013
8.62,17604,0,50,45,128,1217,2670,1355,0.0,2013-10-27,10,2013
6.33,12938,0,99,131,43,1167,2486,1193,11.0,2013-10-28,10,2013
7.62,15567,156.1,54,81,93,1212,2562,1250,0.0,2013-10-29,10,2013
9.46,19312,155.1,83,192,61,1104,2810,1613,21.3,2013-10-30,10,2013
8.03,16395,156.3,85,146,64,1145,2642,1401,6.0,2013-10-31,10,2013
7.46,15232,156.7,67,103,72,1198,2560,1255,11.5,2013-11-01,11,2013
8.77,17901,156.7,86,113,96,1145,2747,1501,0.0,2013-11-02,11,2013
11.82,24142,156.7,95,132,136,1077,3199,1959,18.4,2013-11-03,11,2013
6.22,12696,156.5,55,118,50,753,2405,1078,15.1,2013-11-04,11,2013
6.62,13293,155.7,52,84,73,734,2445,1109,0.0,2013-11-05,11,2013
4.53,9240,156.1,52,65,47,1276,2195,804,0.0,2013-11-06,11,2013
8.15,16639,156.1,59,82,99,1200,2634,1329,15.4,2013-11-07,11,2013
6.62,13527,0,46,45,93,1256,2422,1064,10.4,2013-11-08,11,2013
15.84,32345,0,58,107,224,1051,3567,2426,0.0,2013-11-09,11,2013
9.5,19407,0,100,110,112,1118,2847,1634,0.0,2013-11-10,11,2013
7.12,14535,0,55,72,91,1222,2508,1174,0.0,2013-11-11,11,2013
10.06,20533,0,141,104,81,1114,2720,1485,11.4,2013-11-12,11,2013
4.39,8953,0,50,66,44,1280,2170,780,0.0,2013-11-13,11,2013
9.76,19928,156.1,100,127,107,1106,2903,1684,0.0,2013-11-14,11,2013
7.59,15503,155.4,110,140,51,1139,2617,1380,17.4,2013-11-15,11,2013
13.19,26929,0,53,76,194,1117,3239,2027,0.0,2013-11-16,11,2013
9.74,19892,0,60,90,121,1169,2822,1557,11.0,2013-11-17,11,2013
5.64,11505,0,68,68,57,1247,2337,975,0.0,2013-11-18,11,2013
8.05,16399,156.6,56,98,85,1201,2621,1311,0.0,2013-11-19,11,2013
8.55,17470,156.7,64,87,105,1184,2702,1407,0.0,2013-11-20,11,2013
5.19,10605,0,81,69,53,1237,2312,956,0.0,2013-11-21,11,2013
8.51,17372,0,47,59,121,1213,2669,1352,10.4,2013-11-22,11,2013
9.88,19989,0,144,120,111,1065,3023,1803,0.0,2013-11-23,11,2013
9.58,19533,0,123,136,97,1084,2914,1714,0.0,2013-11-24,11,2013
6.74,13690,157.3,129,117,50,1144,2606,1301,20.2,2013-11-25,11,2013
9.36,19112,155.8,82,98,115,1096,2823,1566,4.0,2013-11-26,11,2013
9.31,18868,0,63,107,107,1163,2840,1522,0.0,2013-11-27,11,2013
8.74,17842,0,96,102,101,1141,2772,1522,11.5,2013-11-28,11,2013
9.66,19719,158.6,85,136,99,1120,2880,1650,0.0,2013-11-29,11,2013
11.54,23291,0,82,110,150,1098,3144,1899,0.0,2013-11-30,11,2013
10.35,21037,0,157,180,81,1022,3079,1923,10.4,2013-12-01,12,2013
8.49,17335,157.5,90,111,89,1150,2727,1470,17.8,2013-12-02,12,2013
7.35,14988,156.7,92,77,88,1183,2588,1298,0.0,2013-12-03,12,2013
5.69,11630,156,85,61,63,1231,2358,1021,0.0,2013-12-04,12,2013
6.68,13651,156.4,60,59,83,1238,2451,1110,0.0,2013-12-05,12,2013
6.47,13216,156.1,104,82,63,1191,2477,1182,0.0,2013-12-06,12,2013
9.54,19486,0,82,67,134,1157,2835,1575,0.0,2013-12-07,12,2013
10.36,21152,0,60,68,150,1162,2916,1651,0.0,2013-12-08,12,2013
7.02,14269,156.5,73,70,82,1215,2513,1191,11.5,2013-12-09,12,2013
6.85,13965,155.6,65,57,87,1231,2479,1138,0.0,2013-12-10,12,2013
5.78,11810,155.7,80,82,62,1216,2379,1058,0.0,2013-12-11,12,2013
8.73,17796,0,31,48,132,1229,2669,1341,0.0,2013-12-12,12,2013
10.43,21304,0,53,84,138,1165,2903,1642,0.0,2013-12-13,12,2013
7.66,15634,0,54,60,101,1225,2561,1235,24.0,2013-12-14,12,2013
8.16,16670,156.1,100,118,76,1146,2673,1431,11.5,2013-12-15,12,2013
7.91,16147,155.8,75,100,86,1179,2628,1339,0.0,2013-12-16,12,2013
6.54,13355,0,68,65,80,1227,2446,1110,0.0,2013-12-17,12,2013
7.09,14473,0,42,55,92,1251,2476,1119,0.0,2013-12-18,12,2013
4.81,9814,0,35,78,40,1287,2195,793,0.0,2013-12-19,12,2013
5.18,10577,0,89,96,37,1218,2334,978,0.0,2013-12-20,12,2013
8.69,17739,0,54,103,105,1178,2701,1419,0.0,2013-12-21,12,2013
10.06,20555,0,69,126,115,1130,2895,1658,0.0,2013-12-22,12,2013
13.31,27182,156.9,101,197,124,1018,3324,2215,17.8,2013-12-23,12,2013
9.22,18830,156.5,80,171,62,631,2643,1410,11.8,2013-12-24,12,2013
7.69,15557,156.1,182,114,66,613,2773,1547,0.0,2013-12-25,12,2013
12.04,24017,156.4,105,159,121,1055,3210,2027,14.5,2013-12-26,12,2013
6.75,13789,157,70,75,79,1216,2482,1161,0.0,2013-12-27,12,2013
10.35,20995,0,50,84,139,1167,2943,1628,0.0,2013-12-28,12,2013
8.55,17469,0,62,73,113,1192,2693,1397,0.0,2013-12-29,12,2013
7.13,14568,157.3,89,73,88,1190,2558,1258,11.5,2013-12-30,12,2013
8.82,18007,155.7,62,74,115,1189,2732,1428,0.0,2013-12-31,12,2013
11.09,22658,156.9,87,172,98,1083,3034,1852,22.7,2014-01-01,1,2014
6.3,12866,157.5,50,80,71,1239,2409,1055,0.0,2014-01-02,1,2014
9.91,20246,157.4,67,126,98,1149,2860,1611,15.9,2014-01-03,1,2014
11.08,22623,157.4,71,77,150,1142,3009,1766,0.0,2014-01-04,1,2014
7.59,15503,157.4,66,55,103,1216,2581,1259,20.0,2014-01-05,1,2014
8.43,17225,157.1,72,87,100,1181,2691,1401,0.0,2014-01-06,1,2014
6.84,13967,156.7,105,95,67,1173,2555,1255,0.0,2014-01-07,1,2014
7.2,14524,0,55,79,78,1228,2510,1175,0.0,2014-01-08,1,2014
10.88,22223,156.4,99,161,96,1084,3018,1840,18.8,2014-01-09,1,2014
5.97,12193,157,63,49,77,1251,2373,1015,11.5,2014-01-10,1,2014
9.97,20028,158,92,90,123,1135,2961,1675,0.0,2014-01-11,1,2014
11.29,22785,0,75,107,137,1121,3084,1823,0.0,2014-01-12,1,2014
8.57,17216,0,46,56,113,1225,2678,1345,0.0,2014-01-13,1,2014
8.49,17332,157.4,100,132,69,1139,2728,1487,17.8,2014-01-14,1,2014
7.71,15745,157.3,60,63,100,1217,2589,1264,0.0,2014-01-15,1,2014
9.12,18628,155.8,71,97,108,1164,2765,1506,12.6,2014-01-16,1,2014
9.4,19178,0,50,78,122,1190,2781,1489,0.0,2014-01-17,1,2014
11.19,22861,0,60,88,155,1137,3016,1780,0.0,2014-01-18,1,2014
10.18,20785,0,62,142,101,1135,2887,1651,15.0,2014-01-19,1,2014
6.26,12792,157.2,54,68,72,1246,2395,1040,0.0,2014-01-20,1,2014
9.66,19730,158.1,78,138,95,1129,2855,1625,12.9,2014-01-21,1,2014
11.03,22501,157.8,142,145,116,1037,3099,1962,0.0,2014-01-22,1,2014
7.18,14416,0,140,90,66,1144,2645,1372,0.0,2014-01-23,1,2014
5.73,11710,0,150,77,54,1159,2464,1180,0.0,2014-01-24,1,2014
5.85,11947,0,136,70,64,1170,2475,1177,0.0,2014-01-25,1,2014
8.92,18201,0,112,117,95,1116,2816,1582,0.0,2014-01-26,1,2014
8.36,17043,0,77,91,98,1174,2695,1414,0.0,2014-01-27,1,2014
9.69,19794,157.5,50,82,126,1182,2828,1538,0.0,2014-01-28,1,2014
7.29,14890,156.6,60,72,86,1222,2531,1200,11.9,2014-01-29,1,2014
6.96,14206,155.8,83,72,84,1201,2521,1220,0.0,2014-01-30,1,2014
9.41,19226,156.3,95,209,52,1084,2841,1662,18.8,2014-01-31,1,2014
11.93,24364,158,51,75,169,1145,3103,1855,0.0,2014-02-01,2,2014
7.79,15909,0,86,67,100,1187,2633,1337,0.0,2014-02-02,2,2014
9.13,18637,157.1,58,114,95,1173,2767,1484,12.6,2014-02-03,2,2014
6.52,13308,156.8,51,51,85,1253,2427,1066,0.0,2014-02-04,2,2014
4.73,9666,156.3,65,78,38,1259,2219,850,0.0,2014-02-05,2,2014
6,12213,0,29,56,77,1278,2340,952,0.0,2014-02-06,2,2014
7.31,14862,0,55,74,84,1227,2538,1198,0.0,2014-02-07,2,2014
7.9,16137,158.6,67,91,92,1190,2636,1332,0.0,2014-02-08,2,2014
9.61,19625,0,77,83,120,1160,2857,1585,0.0,2014-02-09,2,2014
10.17,20775,159,99,122,114,1105,2957,1746,0.0,2014-02-10,2,2014
8.09,16531,157.5,69,77,100,1194,2651,1354,15.5,2014-02-11,2,2014
7.82,15975,158.2,73,80,93,1194,2626,1323,0.0,2014-02-12,2,2014
12.01,24538,157.5,72,168,110,1090,3123,1939,17.8,2014-02-13,2,2014
8.2,16725,157.5,55,94,104,1187,2648,1354,0.0,2014-02-14,2,2014
7.36,15040,0,65,70,94,1211,2557,1231,0.0,2014-02-15,2,2014
7.24,14795,0,47,81,87,1225,2524,1188,0.0,2014-02-16,2,2014
8.04,16415,0,79,99,91,1171,2663,1382,0.0,2014-02-17,2,2014
8.69,17634,0,50,81,109,1200,2687,1376,0.0,2014-02-18,2,2014
8.04,16430,0,69,79,104,1188,2645,1347,0.0,2014-02-19,2,2014
10.14,20711,0,252,46,60,1082,2418,1239,0.0,2014-02-20,2,2014
15.94,32560,0,246,67,143,984,3138,2067,0.0,2014-02-21,2,2014
12.12,24749,0,45,95,171,1129,3117,1888,0.0,2014-02-22,2,2014
12.64,25822,0,57,91,181,1111,3197,1984,0.0,2014-02-23,2,2014
8.04,16348,0,65,79,100,1196,2636,1332,11.5,2014-02-24,2,2014
8.77,17907,157.7,62,148,70,1160,2728,1459,19.0,2014-02-25,2,2014
5.32,10872,158,73,71,55,1241,2316,962,0.0,2014-02-26,2,2014
5.06,10333,157.8,55,71,52,1262,2266,885,0.0,2014-02-27,2,2014
8.66,17666,157.2,80,68,116,1176,2722,1447,0.0,2014-02-28,2,2014
9.95,20325,156.6,90,86,132,1132,2890,1657,0.0,2014-03-01,3,2014
8.66,17690,0,53,66,120,1201,2694,1390,0.0,2014-03-02,3,2014
6.12,12507,157.2,69,76,65,1230,2402,1062,0.0,2014-03-03,3,2014
10.49,21415,157.1,63,97,123,1157,2919,1665,12.6,2014-03-04,3,2014
6.5,13276,156.9,67,118,47,1208,2442,1130,12.5,2014-03-05,3,2014
7.35,15001,156.7,68,136,55,1181,2558,1264,12.6,2014-03-06,3,2014
10.05,20521,157.4,66,169,92,1113,2890,1679,19.6,2014-03-07,3,2014
11.87,24248,157.2,70,141,137,1092,3110,1917,17.6,2014-03-08,3,2014
8.24,16830,0,39,68,119,1214,2631,1313,0.0,2014-03-09,3,2014
8.65,17669,157.3,54,138,76,1172,2691,1412,11.5,2014-03-10,3,2014
7.43,15183,157.4,55,114,72,1199,2550,1246,6.0,2014-03-11,3,2014
13.52,27604,156.9,88,160,163,1029,3338,2214,0.0,2014-03-12,3,2014
8.79,17944,0,49,116,102,1173,2709,1431,0.0,2014-03-13,3,2014
9.98,20375,0,44,136,120,1140,2855,1616,0.0,2014-03-14,3,2014
8.04,16423,0,52,76,106,1206,2612,1300,0.0,2014-03-15,3,2014
7.7,15717,0,103,147,64,1126,2672,1417,18.1,2014-03-16,3,2014
6.5,13220,157.7,145,115,51,1129,2619,1320,17.8,2014-03-17,3,2014
7.5,15168,158,135,130,60,1115,2718,1447,15.0,2014-03-18,3,2014
4.06,8260,156.3,88,98,16,1238,2203,820,18.8,2014-03-19,3,2014
4.91,10035,156.1,59,75,48,1258,2252,874,0.0,2014-03-20,3,2014
5.57,11381,0,111,155,17,1157,2447,1130,16.0,2014-03-21,3,2014
8.45,17260,158.5,48,94,109,1189,2677,1380,0.0,2014-03-22,3,2014
8.92,18212,0,52,85,116,1187,2725,1431,11.2,2014-03-23,3,2014
11.23,22934,156.9,59,182,95,1104,3005,1805,21.8,2014-03-24,3,2014
6.13,12519,158.3,95,98,54,1193,2445,1137,0.0,2014-03-25,3,2014
7.81,15915,158.3,70,81,94,1195,2610,1308,0.0,2014-03-26,3,2014
10.36,21160,158.2,95,163,87,1095,2963,1764,23.6,2014-03-27,3,2014
9.03,18447,157.9,68,164,72,992,2765,1527,0.0,2014-03-28,3,2014
3.81,7783,159.1,59,74,30,1277,2129,726,0.0,2014-03-29,3,2014
7.19,14684,0,103,76,85,1176,2609,1297,0.0,2014-03-30,3,2014
5.47,11172,0,24,59,65,1292,2283,867,0.0,2014-03-31,3,2014
3.64,7429,0,52,52,35,1301,2089,663,0.0,2014-04-01,4,2014
8.07,16486,160.2,69,135,64,1172,2655,1369,17.8,2014-04-02,4,2014
7.75,15828,158.6,50,62,103,1225,2596,1251,11.7,2014-04-03,4,2014
7.89,16121,158.1,83,81,95,1181,2646,1356,0.0,2014-04-04,4,2014
11.31,23102,159.5,56,104,155,1125,3052,1816,0.0,2014-04-05,4,2014
11.81,24124,0,43,73,174,1150,3086,1831,12.9,2014-04-06,4,2014
6.79,13868,0,84,130,50,1176,2521,1227,20.5,2014-04-07,4,2014
10.79,22043,158.2,58,163,101,1118,2979,1745,13.5,2014-04-08,4,2014
8.03,16396,157.5,67,160,57,1156,2634,1372,16.1,2014-04-09,4,2014
10.47,21380,157.9,81,132,108,1119,2969,1729,18.4,2014-04-10,4,2014
7.37,14958,157.2,74,87,84,1195,2564,1260,0.0,2014-04-11,4,2014
9.67,19756,158.2,70,69,138,1163,2840,1571,18.0,2014-04-12,4,2014
13.54,27647,157.7,102,131,178,1029,3354,2225,0.0,2014-04-13,4,2014
6.38,13022,0,62,55,84,1239,2428,1077,0.0,2014-04-14,4,2014
8.28,16903,0,72,97,101,1170,2682,1406,0.0,2014-04-15,4,2014
6.96,14222,0,69,86,81,1204,2509,1197,0.0,2014-04-16,4,2014
7.88,16065,157.8,121,115,77,1127,2701,1456,18.3,2014-04-17,4,2014
7.04,14382,157.1,71,120,56,1193,2522,1220,16.2,2014-04-18,4,2014
10.7,21848,158,43,84,149,1164,2943,1675,0.0,2014-04-19,4,2014
17.15,34988,0,49,71,267,1053,3741,2596,0.0,2014-04-20,4,2014
12.31,25018,0,39,132,148,1121,3124,1905,12.8,2014-04-21,4,2014
5.21,10639,0,48,64,58,1270,2268,886,16.8,2014-04-22,4,2014
9.3,18994,157.6,77,123,99,1141,2808,1564,16.2,2014-04-23,4,2014
10.88,22225,157.6,70,96,142,1132,2998,1759,12.6,2014-04-24,4,2014
8.75,17870,157.7,91,110,95,1144,2756,1505,0.0,2014-04-25,4,2014
8.8,17982,158.4,66,75,119,1180,2743,1456,0.0,2014-04-26,4,2014
7.51,15344,0,64,83,87,1206,2586,1264,0.0,2014-04-27,4,2014
10.22,20882,160.8,76,162,94,1108,2947,1728,21.1,2014-04-28,4,2014
9.75,19916,158.7,46,118,106,1170,2823,1549,15.6,2014-04-29,4,2014
7.2,14711,158.1,52,74,90,1224,2522,1184,0.0,2014-04-30,4,2014
9.03,18437,158.1,77,113,95,1155,2830,1510,12.6,2014-05-01,5,2014
7.79,15905,157.1,74,114,80,1172,2624,1343,19.4,2014-05-02,5,2014
8.29,16939,158,64,98,102,1176,2680,1395,14.4,2014-05-03,5,2014
8.46,17285,0,66,83,102,1189,2682,1388,0.0,2014-05-04,5,2014
7.29,14880,157.2,78,40,103,1219,2554,1228,0.0,2014-05-05,5,2014
8.85,18077,156.6,81,90,107,1162,2749,1486,18.8,2014-05-06,5,2014
6.28,12804,157.3,41,55,82,1262,2401,1014,9.8,2014-05-07,5,2014
9.21,18805,157.4,84,84,117,1155,2805,1539,17.8,2014-05-08,5,2014
10.32,21075,0,50,78,144,1168,2902,1633,10.6,2014-05-09,5,2014
10.06,20549,0,67,88,136,1149,2894,1639,0.0,2014-05-10,5,2014
9.74,19825,158.5,158,192,72,1018,3031,1867,0.0,2014-05-11,5,2014
8.12,16577,159.2,120,147,62,1111,2783,1507,23.0,2014-05-12,5,2014
7.38,15082,157.7,83,135,64,1158,2607,1326,12.6,2014-05-13,5,2014
11.21,22897,0,105,189,101,1045,3137,1938,0.0,2014-05-14,5,2014
9.26,18914,0,78,125,98,1139,2856,1564,0.0,2014-05-15,5,2014
8.02,16356,0,153,167,58,1051,2829,1601,22.3,2014-05-16,5,2014
12.58,25698,158.2,125,193,122,1000,3312,2179,0.0,2014-05-17,5,2014
11.75,23973,0,91,151,135,1063,3160,1964,0.0,2014-05-18,5,2014
7.83,15927,156.6,117,124,70,1129,2726,1440,18.9,2014-05-19,5,2014
7.46,15040,155.9,95,119,71,1155,2659,1344,17.8,2014-05-20,5,2014
9.3,18967,156.6,83,115,106,1136,2812,1573,0.0,2014-05-21,5,2014
10.36,21156,156.2,63,98,129,1150,2918,1665,15.0,2014-05-22,5,2014
10.39,21191,156.8,78,133,115,1114,2938,1726,0.0,2014-05-23,5,2014
9.18,18746,0,77,95,115,1153,2822,1532,19.0,2014-05-24,5,2014
12,24498,0,70,125,163,1082,3179,1947,0.0,2014-05-25,5,2014
10.52,21478,0,133,132,121,1054,3065,1869,11.6,2014-05-26,5,2014
8.17,16689,0,75,107,89,1169,2688,1389,0.0,2014-05-27,5,2014
10.07,20573,157.3,107,209,65,1059,2940,1783,18.7,2014-05-28,5,2014
6.61,13500,157.7,61,71,79,1229,2458,1119,0.0,2014-05-29,5,2014
9.34,19080,158.5,66,139,88,1147,2802,1548,15.4,2014-05-30,5,2014
9.66,19725,157.2,102,90,125,1123,2894,1650,0.0,2014-05-31,5,2014
10.27,20946,156.3,107,212,61,1060,2991,1797,19.1,2014-06-01,6,2014
4.16,8488,0,41,50,46,1303,2129,711,0.0,2014-06-02,6,2014
7.28,14861,0,67,95,83,1195,2565,1244,0.0,2014-06-03,6,2014
8.56,17478,0,72,85,108,1175,2718,1422,0.0,2014-06-04,6,2014
6.28,12824,0,51,87,67,1235,2415,1057,0.0,2014-06-05,6,2014
9.14,18670,157.7,105,185,60,1090,2857,1640,19.2,2014-06-06,6,2014
11,22468,158.8,119,180,102,1039,3135,1945,0.0,2014-06-07,6,2014
9.1,18575,0,75,95,113,1157,2815,1509,0.0,2014-06-08,6,2014
11.24,22860,0,86,85,154,1115,3123,1839,0.0,2014-06-09,6,2014
14.84,30167,0,109,205,156,970,3594,2473,0.0,2014-06-10,6,2014
7.85,16029,155.9,64,92,93,1191,2600,1308,12.6,2014-06-11,6,2014
8.12,16581,156.3,58,89,96,1197,2630,1334,13.4,2014-06-12,6,2014
6.98,14256,157.2,72,114,65,1189,2514,1218,17.8,2014-06-13,6,2014
11.03,22517,158.3,53,114,146,1127,3016,1765,0.0,2014-06-14,6,2014
15.05,30742,0,86,146,201,1007,3571,2426,0.0,2014-06-15,6,2014
8.25,16852,0,130,118,91,1101,2818,1554,0.0,2014-06-16,6,2014
9.92,20257,158,97,134,109,916,2964,1712,29.2,2014-06-17,6,2014
8.9,18179,157.3,104,116,102,341,2852,1568,17.2,2014-06-18,6,2014
11.03,22532,155.8,77,141,128,1094,3058,1815,18.7,2014-06-19,6,2014
8.82,17947,155.8,113,154,71,1102,2761,1508,14.7,2014-06-20,6,2014
11.31,23097,156.2,146,147,123,1024,3183,2013,0.0,2014-06-21,6,2014
11.14,22736,156,89,152,122,1077,3095,1869,0.0,2014-06-22,6,2014
9.28,18954,0,102,167,68,1050,2778,1529,20.9,2014-06-23,6,2014
10.2,20823,156.5,93,172,83,1092,2969,1729,0.0,2014-06-24,6,2014
11.14,22759,156.9,133,193,95,1019,3138,1985,17.7,2014-06-25,6,2014
9.27,18896,0,113,117,105,1105,2918,1651,0.0,2014-06-26,6,2014
10.36,21130,0,77,145,102,1116,2985,1716,12.7,2014-06-27,6,2014
10,20417,0,95,111,127,1107,2962,1707,0.0,2014-06-28,6,2014
6.19,12648,0,117,82,63,1178,2523,1183,17.2,2014-06-29,6,2014
8.44,17235,157.7,94,113,96,1137,2771,1487,0.0,2014-06-30,6,2014
6.9,14083,157.7,129,137,47,1127,2624,1343,19.9,2014-07-01,7,2014
9.24,18844,157.6,101,105,112,1122,2889,1606,0.0,2014-07-02,7,2014
14.53,29518,158.2,133,203,153,951,3588,2496,11.0,2014-07-03,7,2014
17.89,36535,0,126,238,199,877,3951,2965,0.0,2014-07-04,7,2014
8.12,16577,0,99,141,73,1127,2743,1459,0.0,2014-07-05,7,2014
13.21,26987,156.8,63,129,184,1064,3293,2103,0.0,2014-07-06,7,2014
8.01,16316,157.7,77,115,83,1165,2717,1380,10.0,2014-07-07,7,2014
7.08,14466,156.1,100,132,56,1152,2622,1304,19.0,2014-07-08,7,2014
6.66,13596,156.6,47,68,81,1244,2433,1083,0.0,2014-07-09,7,2014
8.99,18369,155.3,63,120,97,1160,2737,1481,16.0,2014-07-10,7,2014
11.16,22799,0,86,133,132,1089,3029,1847,0.0,2014-07-11,7,2014
14.17,28935,0,77,145,178,1040,3395,2260,0.0,2014-07-12,7,2014
8.8,17967,0,71,132,81,1156,2766,1470,14.8,2014-07-13,7,2014
6.88,14056,157,93,116,65,1166,2556,1264,15.0,2014-07-14,7,2014
8.31,16973,156.7,76,147,64,1153,2674,1422,15.8,2014-07-15,7,2014
5.65,11534,155.8,62,91,25,1262,2057,696,0.0,2014-07-16,7,2014
5.67,11578,157,133,114,43,1150,2509,1179,14.8,2014-07-17,7,2014
7.96,16249,155.9,117,150,64,1109,2751,1481,0.0,2014-07-18,7,2014
14.71,30006,0,120,192,165,963,3553,2464,0.0,2014-07-19,7,2014
8.66,17693,0,94,129,89,1128,2794,1517,12.6,2014-07-20,7,2014
7.7,15727,157.8,137,138,58,1107,2760,1474,0.0,2014-07-21,7,2014
7.35,15001,158.8,87,183,34,1136,2662,1354,14.4,2014-07-22,7,2014
10.12,20525,157.3,65,165,93,1117,2947,1681,0.0,2014-07-23,7,2014
6.66,13604,158.4,73,93,68,1206,2485,1165,15.8,2014-07-24,7,2014
8.23,16795,158.2,91,113,83,1153,2739,1425,14.0,2014-07-25,7,2014
9.2,18619,157.8,171,152,83,1034,2995,1791,0.0,2014-07-26,7,2014
7.86,16043,0,171,169,48,1052,2811,1609,0.0,2014-07-27,7,2014
6.79,13833,158,74,111,63,1192,2582,1198,0.0,2014-07-28,7,2014
4.5,9192,157.2,86,108,21,1225,2274,893,19.0,2014-07-29,7,2014
6.86,13995,157.2,97,138,48,1157,2603,1275,0.0,2014-07-30,7,2014
10.5,21412,157.3,95,159,104,1082,3038,1796,0.0,2014-07-31,7,2014
12.25,24960,0,97,132,148,1063,3251,2036,0.0,2014-08-01,8,2014
11.64,23776,0,114,168,125,1033,3203,2026,0.0,2014-08-02,8,2014
7.76,15850,0,72,101,86,1181,2670,1328,17.2,2014-08-03,8,2014
8.45,17267,158.6,241,77,70,1052,2630,1485,10.0,2014-08-04,8,2014
7.61,15539,158.7,56,35,111,1238,2566,1219,14.4,2014-08-05,8,2014
7.19,14689,158.7,68,54,95,1223,2538,1204,0.0,2014-08-06,8,2014
8.71,17789,0,616,34,59,731,2648,1715,10.0,2014-08-07,8,2014
11.93,24369,0,59,86,167,1128,3115,1885,0.0,2014-08-08,8,2014
9.8,20014,0,97,158,85,1100,2919,1690,14.5,2014-08-09,8,2014
9.04,18429,157.2,161,140,86,1053,2934,1729,0.0,2014-08-10,8,2014
7.92,16167,156.7,122,155,57,1106,2743,1484,13.0,2014-08-11,8,2014
8.82,17909,157.5,135,168,70,1067,2869,1663,19.4,2014-08-12,8,2014
5.15,10525,157.4,60,75,52,639,2281,915,0.0,2014-08-13,8,2014
6.95,14202,0,49,59,92,893,2486,1133,0.0,2014-08-14,8,2014
8.29,16929,157.7,77,87,102,1174,2736,1402,0.0,2014-08-15,8,2014
8.51,17379,0,85,108,98,1149,2781,1470,15.8,2014-08-16,8,2014
9.91,20248,0,64,113,122,1141,2883,1620,0.0,2014-08-17,8,2014
7.75,15835,0,104,145,40,1151,2500,1243,0.0,2014-08-18,8,2014
7.63,15591,0,62,66,100,1212,2584,1266,0.0,2014-08-19,8,2014
9.08,18546,0,57,66,122,1195,2746,1445,0.0,2014-08-20,8,2014
6.53,13342,156.7,46,108,54,1232,2426,1082,13.0,2014-08-21,8,2014
5.63,11504,156.6,58,71,61,1250,2327,969,0.0,2014-08-22,8,2014
9.95,20267,157.6,119,166,59,1096,2766,1569,18.5,2014-08-23,8,2014
11.07,22615,156.6,80,102,142,853,3026,1805,0.0,2014-08-24,8,2014
9.89,20208,0,51,71,139,481,2844,1562,0.0,2014-08-25,8,2014
7.57,15469,157.3,80,152,56,1152,2600,1344,18.5,2014-08-26,8,2014
7.35,15017,157.2,52,159,42,1187,2522,1232,17.2,2014-08-27,8,2014
7.59,15510,157.6,41,60,102,1237,2552,1205,0.0,2014-08-28,8,2014
7.63,15585,0,79,71,98,1192,2618,1313,0.0,2014-08-29,8,2014
9,18372,0,59,92,113,1176,2757,1473,11.4,2014-08-30,8,2014
11.97,24440,0,62,119,149,1110,3115,1904,0.0,2014-08-31,8,2014
10.21,20850,0,217,45,88,1090,2590,1400,0.0,2014-09-01,9,2014
9.37,19051,159.3,82,203,57,1098,2874,1638,17.0,2014-09-02,9,2014
7.93,16204,157.9,47,81,100,1212,2601,1285,0.0,2014-09-03,9,2014
4.04,8253,0,61,71,33,1275,2143,751,0.0,2014-09-04,9,2014
8.09,16453,0,97,94,84,1165,2668,1395,19.0,2014-09-05,9,2014
11.07,22550,157.7,121,134,127,1058,3123,1919,0.0,2014-09-06,9,2014
11.59,23667,158.8,87,148,136,1069,3154,1939,0.0,2014-09-07,9,2014
7.76,15747,0,74,132,63,1171,2634,1338,12.6,2014-09-08,9,2014
10.59,21612,157.3,143,160,109,1028,3107,1920,0.0,2014-09-09,9,2014
9.55,19497,0,87,160,97,1096,2905,1663,0.0,2014-09-10,9,2014
7.4,15084,158.6,49,104,73,1214,2549,1209,22.1,2014-09-11,9,2014
10.01,20362,157.5,135,119,117,1069,3023,1803,0.0,2014-09-12,9,2014
11.3,23073,0,69,142,126,1103,3023,1822,11.0,2014-09-13,9,2014
8.69,17751,0,114,125,85,684,2788,1535,6.5,2014-09-14,9,2014
7.86,16059,150.6,60,165,47,677,2545,1296,19.7,2014-09-15,9,2014
9,18374,157.9,86,136,86,1132,2776,1545,19.3,2014-09-16,9,2014
7.87,16072,157.4,79,116,81,1164,2632,1362,16.1,2014-09-17,9,2014
9.7,19819,157.2,89,46,124,1181,2733,1455,0.0,2014-09-18,9,2014
